id,dishName,restaurantID,course,diet,price
358,CASANOVA - mit Krabben in Tomatensahnesauce,303,Peruvian Food,Non-Vegetarian,310
359,Burke's Red Label,197,Tibetan Food,Non-Vegetarian,620
360,Waldorf-Astoria Coffee,365,Spanish Food,Vegetarian,230
361,Christian Bros. Chablis,502,Indian Food,Non-Vegetarian,780
362,"Live codfish saute, beurre noisette",531,Scottish Food,Non-Vegetarian,630
363,Plain Beets.,451,Hawaiian Food,Vegetarian,320
364,"Madeira, Newton, Gordon & Murdock",80,Haitian Food,Non-Vegetarian,740
365,Minced Ham and Potato Salad,142,Turkish Food,Vegetarian,280
366,"CORNED BEEF and Baked Beans, French Fried Potatoes",398,Spanish Food,Vegetarian,380
367,Oysters a la poulette,599,Italian Food,Non-Vegetarian,570
368,Roastbeef m Blumenkohl,454,Kenyan Food,Vegetarian,580
369,Haagen-Dazs Boysenberry Sherbet,636,Japanese Food,Non-Vegetarian,660
370,Han-Yang-Gay-Din Chinesisches Nufz-Huhn,680,British Food,Vegetarian,440
371,"  ""  Sausages",702,Chinese Food,Vegetarian,490
372,Paar Bratwurste mit Zwiebeln und Brotchen,459,Indian Food,Non-Vegetarian,620
373,"Eggs, Poached with Toast",528,Cuban Food,Non-Vegetarian,440
374,Angel Pound Cake,105,Algerian Food,Vegetarian,250
375,"Prime Ribs of beef, with FRESH STRING BEANS, Parisienne Potatoes",320,Indian Food,Non-Vegetarian,370
376,Julienne of Turkey in Curry Mayonnaise,170,Libyan Food,Non-Vegetarian,640
377,Jambon Braise aux Epinards,519,Mexican Food,Vegetarian,770
378,Little Neck Clams on the 1/2 Shell,138,Chinese Food,Vegetarian,650
379,"Sasparilla or Soda, Domestic",65,Peruvian Food,Vegetarian,240
380,Watercresses Salad,603,Belgian Foods,Non-Vegetarian,470
381,"King William, V.O.P",273,Italian Food,Non-Vegetarian,690
382,"Imported Frankfort sausage, sauerkraut",464,Canadian Food,Non-Vegetarian,440
383,"""Kid You Not,"" Chicken Salad Sandwich",224,Canadian Food,Non-Vegetarian,630
384,"Bourbon, Straight",92,Spanish Food,Non-Vegetarian,720
385,Prime Ribs of Choice Western Canadian Beef,554,Polish Food,Non-Vegetarian,170
386,"Boiled chicken halibut, sauce Hollandaise",672,Japanese Food,Vegetarian,150
387,Cold Rib Roast Beef with Potato Salad,602,Jewish Food,Non-Vegetarian,130
388,Ganseleber saute Ancienne Mode,63,British Food,Non-Vegetarian,690
389,Kassler Ripple mit Kartoffelsalat,555,German Food,Non-Vegetarian,670
390,Jambon D'Auvergne,697,Russian Food,Vegetarian,480
391,Pastrami Omelette (Served with French Fried Potatoes or Baked Beans),641,Chinese Food,Non-Vegetarian,240
392,"SAUERBRATEN MIT KARTOFFEL KLOSSE: Our special marinated beef served with a light potato dumpling and red cabbage.  Includes vegetable, potato, tossed salad.",210,Egyptian Food,Non-Vegetarian,150
393,Portion Kopfsalat,321,Cuban Food,Vegetarian,260
394,Huken-Hache a la Reine,466,Chinese Food,Non-Vegetarian,460
395,Cream of Celery soup with Puffed Crusts,361,Latvian Food,Non-Vegetarian,150
396,Coconut and Bailey's Cream Slice with Caramelized Pineapples,228,Korean Food,Non-Vegetarian,460
397,Glace de Thé Vert,618,Mexican Food,Vegetarian,450
398,"St, Julien, Barton & Guestier Claret",381,Hawaiian Food,Vegetarian,530
399,"Sherbert, Different Flavors",496,Latvian Food,Non-Vegetarian,790
400,"Boiled onions, plain",696,Spanish Food,Vegetarian,400
401,"Champagnes - POMMERY & GRENO, Extra Sec & Sec ",171,Tibetan Food,Non-Vegetarian,240
402,Roulé Princesse aux Avelines,401,German Food,Vegetarian,250
403,"DUO OF BROILED PORK CHOPS, APPLE SAUCE",408,Haitian Food,Non-Vegetarian,490
404,"Calf's brains au beurre noir, lettuce salad",483,Latvian Food,Non-Vegetarian,710
405,"Darne of Salmon, a la Chambord",48,Belgian Foods,Vegetarian,180
406,Turkey and Ham,44,Haitian Food,Non-Vegetarian,360
407,Haricorts Verts,500,German Food,Non-Vegetarian,130
408,TURNIPS,372,Greek Food,Vegetarian,350
409,Roast Turkeys,392,Tahitian Food,Vegetarian,510
410,"Broiled Boston spring duckling, apple sauce",442,Egyptian Food,Non-Vegetarian,660
411,"Chateau La Rose, 1903 bordeaux (red)",636,Latvian Food,Non-Vegetarian,380
412,Apfeltascherl mit Schlagrahm - Tarte aux pommes avec creme chantilly - Apple pie with whipped cream,440,Jewish Food,Vegetarian,190
413,1893 Brown-Cantenac,240,Nigerian Food,Vegetarian,150
414,Coppa Sundae,536,Polish Food,Non-Vegetarian,120
415,Halibut Salad with Eggs and Lettuce,600,Irish Food,Non-Vegetarian,280
416,"Curried Vegetables Bombay Style, Steamed Patna Rice",480,Peruvian Food,Vegetarian,620
417,Fancy water ices,108,Cajun Food,Vegetarian,730
418,Romaine and grape fruit salad,592,Cajun Food,Non-Vegetarian,780
419,Parfait Japonaise,389,German Food,Vegetarian,150
420,Mutton chops a la Nelson,120,Italian Food,Non-Vegetarian,500
421,Sweet Potatoes Glace,344,Belgian Foods,Vegetarian,150
422,"Fried 1/2 Spring Chicken, F.F. Potatoes",70,Haitian Food,Non-Vegetarian,640
423,Englis Walnuts,720,Swedish Food,Vegetarian,450
424,"Perches sautees, Fines herbes",581,German Food,Non-Vegetarian,360
425,Matjes-Filet Lucullus mit Toast,30,German Food,Non-Vegetarian,680
426,"Vanilla Ice Cream, Cookies",352,Welsh Food,Non-Vegetarian,550
427,Special Fresh Fruits Salad,516,Canadian Food,Vegetarian,320
428,"Tavel Rose, Tain Drome, 1953",499,Salvadorian Food,Non-Vegetarian,200
429,Potage Jules Janin,301,Hawaiian Food,Vegetarian,650
430,"BONELESS BREAST OF CAPON ""MARYLAND""",274,Kenyan Food,Non-Vegetarian,310
431,Shrimps Créole,567,Salvadorian Food,Vegetarian,760
432,"FRIED EXTRA JUMBO SHRIMP, Tartar Sauce",205,Russian Food,Non-Vegetarian,200
433,"La Coquille St. Jacques-Parisienne Scallops and fresh mushrooms, cooked in wine, glazed",467,Indian Food,Non-Vegetarian,480
434,"Mayonnaise, extra",195,Italian Food,Vegetarian,130
435,Posteier,314,Spanish Food,Non-Vegetarian,580
436,Ugli Fruit,507,Russian Food,Non-Vegetarian,380
437,Roast Lamb Mint Sce,494,Mexican Food,Non-Vegetarian,350
438,bacon and eggs (Beechnut),110,Swedish Food,Non-Vegetarian,220
439,"Fried Plaice, Browned Butter, Potato and Tomato Salad",14,Canadian Food,Vegetarian,790
440,"Fried Onions, Smothered",472,Canadian Food,Vegetarian,430
441,"Castle Club Chicken Salad and Canadian Bacon, Potato Salad",50,Russian Food,Vegetarian,670
442,Spaghetti au Gratin or Italienne,511,Welsh Food,Vegetarian,140
443,STANLEY BRIDGE MALPEQUE OYSTERS AS SELECTED BY RODNEY (Half Dozen) Served wtih Seawitch Sauce,514,Tibetan Food,Vegetarian,490
444,CALF'S LIVER WITH CRISP BACON,43,American Food,Non-Vegetarian,550
445,Creamed Oysters,710,Greek Food,Vegetarian,270
446,"Scallops, fried",591,American Food,Non-Vegetarian,230
447,Broiled Star Bacon and Ham,52,Welsh Food,Vegetarian,270
448,Citronen Sauce,704,Peruvian Food,Non-Vegetarian,640
449,Knallbonbonaufsatze,696,French Food,Vegetarian,560
450,"Herz in Burgunder, Beilagen",365,Turkish Food,Non-Vegetarian,620
451,"Sweetbread Salad, Fin de Siecle",226,Mormon Food,Vegetarian,660
452,Gateau Fanchonnette,327,Russian Food,Non-Vegetarian,750
453,Coffee    Tea    Chocolate    Cocoa,346,Haitian Food,Vegetarian,210
454,St. Julien Bordeaux Red,659,Canadian Food,Vegetarian,370
455,Box Stew Oysters,401,Nigerian Food,Vegetarian,200
456,Crisp French Fries,290,Chinese Food,Non-Vegetarian,360
457,Farmer's Breakfast,647,American Food,Vegetarian,580
458,"Braised mushrooms, bamboo shoots & preserved vegetables",738,Cajun Food,Non-Vegetarian,160
459,"Sliced Chicken and Tongue, Fruit Salad",739,Italian Food,Non-Vegetarian,560
460,Baron of Beef au Jus,263,Portuguese Food,Non-Vegetarian,510
461,Planked cub steak,355,Libyan Food,Vegetarian,620
462,Cheese Gorgonzola,215,Korean Food,Vegetarian,340
463,creamed finnan haddie,63,Canadian Food,Non-Vegetarian,530
464,Sjotungsfilet vin blanc,219,Canadian Food,Vegetarian,430
465,Helstekt oxfile med gronsaker och tryffelsas,467,Kenyan Food,Non-Vegetarian,210
466,"Schinkenteller garniert, Pommes frites",481,Canadian Food,Vegetarian,590
467,Malossol-Kavair (56g) mit Toat und butter,5,Latvian Food,Non-Vegetarian,670
468,side dish of baked beans,457,Cajun Food,Non-Vegetarian,150
469,Gutsleberwurst,260,Spanish Food,Non-Vegetarian,450
470,"BROILED AFRICAN LOBSTER TAIL, Drawn Butter Sauce, Lemon Wedge, French Fried Potatoes",63,Jewish Food,Vegetarian,390
471,Glas Rieslingsekt Hollander,477,Kenyan Food,Vegetarian,790
472,Mutton Chops (Single 20),174,Polish Food,Non-Vegetarian,340
473,Cape Cod Cranberries,541,Peruvian Food,Non-Vegetarian,390
474,Grog mit Rum ,502,Cuban Food,Non-Vegetarian,310
475,"Sherry.Harmony's Pale, 1.50",147,Spanish Food,Non-Vegetarian,560
476,Guinea Hen Roasted in Casserole,301,Korean Food,Vegetarian,500
477,Rocher of Assorted Fancy Sherbets,125,Italian Food,Non-Vegetarian,360
478,Shad roe Nicoise,615,Scottish Food,Non-Vegetarian,780
479,"Sweetbread, Cheron",699,German Food,Vegetarian,210
480,"Pfalzgrafengarten Auslese, A. Lüchow rhine wine",643,Chinese Food,Non-Vegetarian,300
481,cold Roast Mutton,547,Japanese Food,Non-Vegetarian,440
482,20 Year Old Brandy,37,Scottish Food,Non-Vegetarian,190
483,"Little Neck Clams, Raw, on Half Shell  Dozen",590,Italian Food,Vegetarian,140
484,Stuffed crab,241,Mormon Food,Non-Vegetarian,730
485,Omelette Mexicaine,171,Indian Food,Non-Vegetarian,320
486,"Braunschweiger Stangenspargel, Zerl. Butter",311,Nigerian Food,Vegetarian,260
487,Gamay rose Romand,528,Belgian Foods,Non-Vegetarian,500
488,Kippered Herring with Fried Egg,363,Welsh Food,Non-Vegetarian,710
489,"Coffee or Tea per Pot, per Cup",607,Hawaiian Food,Non-Vegetarian,420
490,BROILED FILET MIGNON with Mushroom Cap,5,Welsh Food,Non-Vegetarian,790
491,"Creme en Mousse, a la Hathaway",293,Libyan Food,Non-Vegetarian,740
492,Galway Dressing,276,American Food,Non-Vegetarian,350
493,Three Feather's Reserve Rye Whiskey,555,Belgian Foods,Vegetarian,140
494,1959er Oberingelheimer Spatburgunder (Rheinhessen),639,Irish Food,Non-Vegetarian,160
495,"Consomme, Condaorcet",651,Korean Food,Vegetarian,270
496,sirloin steak per per.,98,Jewish Food,Non-Vegetarian,710
497,"Ice Cream, Cake",610,British Food,Non-Vegetarian,620
498,Rotkohl mit Aepfel,590,Polish Food,Vegetarian,530
499,Sliced Bananas and Cream or Ice Cream,193,German Food,Non-Vegetarian,790
500,Souffle Montmorency,683,Turkish Food,Non-Vegetarian,740
501,Onion Soup au Gratin ,151,Cajun Food,Vegetarian,500
502,Melon glace Fraisette,558,Latvian Food,Vegetarian,550
503,"Marinated Salmon with Sea Salt, Fresh Sheep's Milk Cheese, Thin Slices of Crispy Endives tossed with Olive Oil and Balsamic Vinegar",79,Chinese Food,Non-Vegetarian,410
504,Weiner Rostbratl,475,Libyan Food,Non-Vegetarian,500
505,"Club Steak, service for three",333,Peruvian Food,Vegetarian,550
506,Caviar on Toast,666,Japanese Food,Non-Vegetarian,240
507,ALCACHOFA,184,Haitian Food,Non-Vegetarian,240
508,Pigsfeet,482,Indian Food,Vegetarian,440
509,Broiled Loin Lamb Chop and Pineapple Vert Pre,529,Thai Food,Non-Vegetarian,310
510,Tomat Sallade,369,Korean Food,Non-Vegetarian,360
511,Crema Escorial,727,Korean Food,Non-Vegetarian,470
512,Fried Scallops tartar sauce,505,Scottish Food,Non-Vegetarian,680
513,"Kalbssahnegoulasch ""Tiroler Art"" mit Spatzle",214,Japanese Food,Non-Vegetarian,440
514,Fozen Egg Nog,393,Thai Food,Non-Vegetarian,220
515,Imported sardines per box,514,Canadian Food,Vegetarian,650
516,Orange Juice 20c. per glass,468,Irish Food,Vegetarian,240
517,Bourgognes Blanc Grand Montrachet 1929,413,Mormon Food,Non-Vegetarian,220
518,"Round bone veal cutlet. fried or broiled, with tomato sauce",303,British Food,Vegetarian,260
519,"Holland Gin, ""De Kuyper""",3,Polish Food,Non-Vegetarian,740
520,Gelee de Raisin,123,Brazilian Food,Vegetarian,500
521,Pousse café,86,British Food,Non-Vegetarian,360
522,"Fresh baked apple, fresh country sausage with griddle cakes, coffee",502,Belgian Foods,Non-Vegetarian,260
523,Boiled Carolina Rice,459,American Food,Vegetarian,630
524,Lamb Chop--Sausage--Mushrooms,84,Korean Food,Vegetarian,740
525,Froaen Flame Continentale,734,Belgian Foods,Vegetarian,430
526,LAFAURIE,670,Brazilian Food,Vegetarian,740
527,Aloyeau de Boeuf Brabant,377,Thai Food,Non-Vegetarian,440
528,"PICKLED PORK TENDERLOIN A L'ALLEMANDE, COQUILLETTES AU BEURRE",127,Belgian Foods,Non-Vegetarian,570
529,Carrot Sticks,496,Latvian Food,Non-Vegetarian,410
530,Swift's premium ham and eggs,430,Russian Food,Vegetarian,630
531,Florida Soup with Paillettes au Chester,320,Belgian Foods,Non-Vegetarian,730
532,"yorkshire ham glace, new spinach",269,Tahitian Food,Vegetarian,770
533,"Broiled Lamb Chop, potatoes rissolees, fresh string beans",28,Scottish Food,Non-Vegetarian,120
534,Fettuccine alla CREMA e PORCINI,665,Korean Food,Vegetarian,490
535,"Chicken Liver Omelette, Buttered Toast and Jelly",633,Greek Food,Non-Vegetarian,260
536,Ananas-Rahmeis,119,Indian Food,Vegetarian,270
537,"Cold boned capon, string bean salad",319,Polish Food,Non-Vegetarian,530
538,thé (citron),100,Canadian Food,Non-Vegetarian,310
539,"Ber-le-Duc, Petit",713,Salvadorian Food,Non-Vegetarian,470
540,"Breaded Veal Cutlet, Potatoes, Compote",260,Peruvian Food,Vegetarian,650
541,"Any Cereal (dry or cooked) with Half & Half Cream, Toast",196,German Food,Non-Vegetarian,520
542,Pancakes: Plain,132,Haitian Food,Vegetarian,660
543,Cream roil,498,Chinese Food,Non-Vegetarian,280
544,"Champagne, G.H. Mumm's Ex. Dry, English Market",414,Thai Food,Vegetarian,720
545,Calvet Chablis,319,Greek Food,Non-Vegetarian,560
546,Fluffy Spanish Omelette served with poatao and toast served with Blum's famous bread basket and butter,490,Peruvian Food,Non-Vegetarian,270
547,Coupe De Fruits Frais Aux Perles Supreme,286,Peruvian Food,Vegetarian,750
548,"Lobster saute, Maryland",669,German Food,Non-Vegetarian,510
549,"Creamed Chicken, served with French Fried Potatoes, Rolls and Butter",233,Spanish Food,Vegetarian,220
550,Cold Cauliflower Salad,104,Cajun Food,Non-Vegetarian,290
551,Whiting - Meuniere,19,Cajun Food,Vegetarian,410
552,"Armour's Star Bacon, with Eggs",728,Mexican Food,Non-Vegetarian,530
553,Preserved Kumquats,739,Algerian Food,Non-Vegetarian,420
554,Les Peches a la Mode de la Chaine des Rotisseurs ,553,Turkish Food,Non-Vegetarian,690
555,"Dundee Pudding, Marmalade Sauce",29,Japanese Food,Non-Vegetarian,220
556,Shell Roast Oysters,145,Italian Food,Vegetarian,210
557,Chateau le Bonnat 1991,175,Mormon Food,Non-Vegetarian,550
558,Fruit Salad Plate with Cottage Cheese,545,Scottish Food,Non-Vegetarian,120
559,THUNFISCHSALAT mit grünen Bohnen in Olivendressing,710,Jewish Food,Non-Vegetarian,320
560,"BROILED BONED BOSTON SCROD,Maitre d'Hotel Butter, Parsley Potatoes String Beans au Gratin",588,Cuban Food,Non-Vegetarian,550
561,Vermouth French (Noilly Pratt),9,American Food,Vegetarian,250
562,Wein Sauce,579,Kenyan Food,Vegetarian,280
563,Assorted Small Pasty,66,Libyan Food,Vegetarian,510
564,Whole Nantucket Haddock,692,Algerian Food,Vegetarian,730
565,Pêche Méringue,648,Belgian Foods,Vegetarian,400
566,"Rye bread, with butter",576,Libyan Food,Vegetarian,270
567,Supreme of Guinea Hen a l'Orange,288,French Food,Non-Vegetarian,600
568,Wilson rye whisky,41,Hawaiian Food,Vegetarian,180
569,"QUENELLES DE BROCHET, Nantua sauce",28,Canadian Food,Vegetarian,270
570,"Breaded French Lamb Chops, Château Sauce, Noodles with Liver",369,Salvadorian Food,Non-Vegetarian,370
571,Huntley & Palmers Water Biscuits,251,Tibetan Food,Vegetarian,410
572,Chicken-broth with Egg-custards,155,Thai Food,Non-Vegetarian,170
573,Mary Pickford,474,Thai Food,Vegetarian,120
574,"Claret, St. Julien (Cruse et Fils Freres)",134,Greek Food,Vegetarian,150
575,Chinese Cabbage Salad,178,Mormon Food,Vegetarian,790
576,"Bacon and Eggs, Country Style, French Fried Potato Buttered Toast, and Coffee, Tea or Milk",133,American Food,Vegetarian,750
577,Apple deep dish pudding,245,Korean Food,Non-Vegetarian,150
578,"Hummer-Cocktail ""Lelgoland"" in einer delikaten Rahmmayonaise",435,Nigerian Food,Non-Vegetarian,700
579,Puree de pois soup,221,German Food,Vegetarian,600
580,Dinner Salad with Crab,228,Salvadorian Food,Non-Vegetarian,710
581,Green Peas with Butter,598,Welsh Food,Non-Vegetarian,380
582,Plain or Bacon Omelet,615,Hawaiian Food,Vegetarian,480
583,"Individual Salad Bowl with Shrimps, Avocado, Orange, Grapefruit Sections, Parisienne Dressing",689,German Food,Non-Vegetarian,340
584,"Bread and Butter Pudding, cream sauce",298,Irish Food,Non-Vegetarian,500
585,Glace sweet potatoes,75,Russian Food,Vegetarian,310
586,"C. Ryan, Superintendent Dining Car Dept., Chicago, Ill.",667,Turkish Food,Non-Vegetarian,310
587,tomate et comte,210,Scottish Food,Non-Vegetarian,500
588,German Pancake with Cranberries,308,Salvadorian Food,Non-Vegetarian,290
589,Souffle glace a l'Anglaise,310,Mormon Food,Vegetarian,350
590,"Chicken Gumbo, Printanier",627,Tibetan Food,Non-Vegetarian,340
591,Aylesbury Duckling with Orange,474,Peruvian Food,Vegetarian,600
592,Whole Boiled Salt Mackerel,735,German Food,Non-Vegetarian,130
593,Swedish Leaves,171,Turkish Food,Non-Vegetarian,240
594,"BROILED TENDERLOIN STEAK on Toast, Butter French Fried Potatoes, Grilled Tomato Slice",395,Belgian Foods,Vegetarian,710
595,"Shredded Wheat, Served with Bottle of Milk ",673,Kenyan Food,Vegetarian,530
596,Choux fleurs au gratin,292,Brazilian Food,Vegetarian,450
597,"Spring Chicken Spanish Stew, to order",207,Salvadorian Food,Non-Vegetarian,600
598,Chicken Momi In Pineaple Husk with Secret Stuffing and Glazed with Honey and Sesame Seeds,506,Hawaiian Food,Non-Vegetarian,580
599,"Filet of sole, Moderne",407,Nigerian Food,Vegetarian,680
600,"St. Louis, Anheuser Busch, glass pitcher",43,Thai Food,Non-Vegetarian,150
601,Vichy-Celestins,475,Jewish Food,Non-Vegetarian,510
602,Braised Smoked Ox Tongue au Madere,454,Hawaiian Food,Non-Vegetarian,220
603,"Chicken Broth, Bellevue, per cup",403,Kenyan Food,Non-Vegetarian,560
604,"Roast Hare, Cream Sauce",442,Japanese Food,Non-Vegetarian,260
605,Maine Lobster Bisque,594,Belgian Foods,Non-Vegetarian,720
606,Individual can of tunafish,320,Korean Food,Non-Vegetarian,600
607,Hungarien Goulash with Imported Macaroni,197,Haitian Food,Non-Vegetarian,550
608,Imported Gins,693,Mormon Food,Vegetarian,270
609,Uberbackener Ziegenkase mit Pesto und Tomatenconcasse,729,Mexican Food,Vegetarian,590
610,Omelettes of Bacon,431,Russian Food,Vegetarian,380
611,"Filled of Rex Sole, Saute Meuniere, Tartar Sauce, French Fried Potatoes or Rice",339,Korean Food,Vegetarian,410
612,Sponge or molasses cakes,363,Welsh Food,Non-Vegetarian,640
613,"MILLERS OLD TIME 7 YEARS OLD STRAIGHT RYE, BOTTLE",232,Polish Food,Vegetarian,120
614,"Grape Fruit, Whole",592,Cuban Food,Vegetarian,200
615,Halibut Steak a la Maitre d'hotel,540,Chinese Food,Non-Vegetarian,600
616,"Vegetarian Lasagna, fresh spinach lasagna noodles layered with zucchini, mushrooms, spinach, ricotta, mozzarella, fresh parmesan cheese covered with our own tomato sauce",616,Swedish Food,Non-Vegetarian,250
617,BLUE POINTS OR ROCKAWAYS Boston box stew,676,Welsh Food,Non-Vegetarian,790
618,Stollen,445,Kenyan Food,Non-Vegetarian,430
619,Salad a la Forster,363,Haitian Food,Non-Vegetarian,140
620,"Currie of Chicken, Indienne",707,Welsh Food,Non-Vegetarian,400
621,Original Schwarzwalder Himbeergeist 45%,494,Nigerian Food,Vegetarian,690
622,Bordeaux blanc: Barsac,723,Tahitian Food,Vegetarian,630
623,"Eggs, A l'indienne",487,Cuban Food,Non-Vegetarian,330
624,pot boston baked beans,515,Haitian Food,Non-Vegetarian,390
625,Stewed veal kidney with potato pancake,461,Swedish Food,Vegetarian,370
626,"Kidneys, mutton, with mushrooms",562,Thai Food,Vegetarian,780
627,Assorted Breakfast Rolls and Butter,399,Jewish Food,Non-Vegetarian,610
628,"bread crackers, etc. with half milk and half cream",139,Cuban Food,Non-Vegetarian,600
629,Bangkok Style Mashed Avocado Served with Shrimp Chips,357,Italian Food,Non-Vegetarian,700
630,Cream Lamballe,328,Brazilian Food,Non-Vegetarian,720
631,TOMATES AUX CREVETTES,289,Welsh Food,Non-Vegetarian,680
632,Deviled Coffee,514,Polish Food,Non-Vegetarian,560
633,Sherbet Regence,387,Spanish Food,Vegetarian,510
634,Champignons en Surprise,378,Swedish Food,Vegetarian,490
