id,restaurantName,contactNumber,address,ratingOutOf5,restType,orderOnline,bookTable,locality,votes
593,Sandwichwallas,+91 8277204538,"28, Near BMS Women's College, E.A.T Street, Basavanagudi, Bangalore",4.0/5,Quick Bites,Yes,No,Banashankari,132
594,Janahaar,+91 9740290589,"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore",3.8/5,Quick Bites,Yes,No,Banashankari,70
595,Cuppa,080 40939471,"46/A, 1st Main, 3rd Phase, JP Nagar, Bangalore",3.4/5,Cafe,No,No,Bannerghatta Road,48
596,Kidambi's Kitchen,"080 42112211
+91 9880412211","2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",3.5/5,Quick Bites,No,No,Banashankari,52
597,Bangalir Rannaghar,+91 7337618151,"DLF City Road, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",2.9/5,Quick Bites,No,No,Bannerghatta Road,58
598,Sagar Deluxe,"080 32963232
+91 9620284767","1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.2/5,Quick Bites,Yes,No,Banashankari,167
599,The Coastal Crew by Fujian on 24th,"080 26499444
+91 8951516623","25/1, Near Sampoorna, 24th Main, 5th Phase, JP Nagar, Bangalore",4.2/5,"Casual Dining, Bar",Yes,Yes,Bannerghatta Road,1028
600,Subz,080 49652607,"Cosmopolitan Club, Ground Floor, 22nd Cross, 3rd Block, Jayanagar, Bengalore",4.2/5,Casual Dining,Yes,Yes,Banashankari,2022
601,Bhojohori Manna,"+91 9916972666
080 26593666","42, Opposite RV Dental College, 7th Cross, JP Nagar, Bangalore",3.7/5,Casual Dining,Yes,No,Bannerghatta Road,662
602,Sri Bhagya Grand,+91 9035066066,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",3.4/5,Casual Dining,Yes,No,Bannerghatta Road,186
603,McDonald's,"080 66000666
080 42005285","2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",3.9/5,Quick Bites,Yes,No,Banashankari,286
604,Udupi Grand,"+91 9242115999
+91 9591322733","49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",3.8/5,Quick Bites,Yes,No,Banashankari,74
605,Sankranthi Veg Restaurant,+91 8095275614,"986, 1st Block, Vijaya Bank Layout, 4th Stage, BTM, Bangalore",3.0/5,Casual Dining,Yes,No,Bannerghatta Road,102
606,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,"080 26724489
+91 7406048982","12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",4.1/5,Cafe,Yes,No,Banashankari,402
607,Zhang's - Chinese Restaurant,"080 26595988
080 26596420","1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",4.1/5,Casual Dining,Yes,No,Bannerghatta Road,587
608,Kalmane Koffees,+91 9972900494,"1st Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",3.9/5,Cafe,No,No,Bannerghatta Road,78
609,Dosa Bazaar,"+91 8971331138
+91 9177782676","Ramaiah Garden, Beside Shoba Tulit Apartment, JP Nagar, Bangalore",4.0/5,Quick Bites,Yes,No,Bannerghatta Road,112
610,Cravings,+91 9986624240,"Shop 11& 12, First Floor, 3618/1, Dodda Kammanahalli, Main Road, Besides Campus Student Communities Building, Bangalore",3.7/5,Quick Bites,Yes,No,Bannerghatta Road,139
611,Rasoi,"+91 9738019114
080 66816116","86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore",3.3/5,Quick Bites,Yes,No,Banashankari,128
612,Mojo Pizza - 2X Toppings,022 33252828,"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",4.2/5,Delivery,Yes,No,Banashankari,179
613,Zaika Take Away,"+91 7848824267
+91 7847024267","85/3, Chamundeshwari Layout, Arekere , Near Paramount Pilatus, Bannerghatta Road, Bangalore",2.4/5,Casual Dining,No,No,Bannerghatta Road,96
614,Panchami Garden,080 41311414,"56/1, Next to Airtel Office, Stage 1, Bannerghatta Road, Bangalore",3.5/5,Quick Bites,No,No,Bannerghatta Road,56
615,Ragoo's,"080 26762888
080 26763888","16, 5th B Main, KR Road, Jayanagar, Bangalore",3.9/5,Casual Dining,Yes,No,Banashankari,233
616,Faasos,+91 7700020020,"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",3.9/5,Quick Bites,Yes,No,Bannerghatta Road,114
617,Burger King,080 33558000,"Royal Meenakshi Mall, Third Floor, Unit T001B & T007, Opposite Meenakshi Temple, Hulimavu, Bannerghatta Road, Bangalore",3.8/5,Quick Bites,Yes,No,Bannerghatta Road,472
618,Sri Venkateshwara Sweet Meat Stall,080 26677131,"115/116, Gandhi Bazar Main Road, Basavanagudi, Bangalore",4.0/5,"Sweet Shop, Quick Bites",No,No,Banashankari,98
619,Alchemy Coffee Roasters,+91 8762473937,"51 Ground Floor, 5th Main Road, 36th Cross Road, 5th Block, Jayanagar, Bangalore",4.2/5,Cafe,No,No,Basavanagudi,704
620,Mint and Mustard,"+91 8296898737
+91 7003941601","172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",4.0/5,Casual Dining,Yes,No,Banashankari,232
621,Sankranthi Veg Restaurant,+91 8095275614,"986, 1st Block, Vijaya Bank Layout, 4th Stage, BTM, Bangalore",3.0/5,Casual Dining,Yes,No,Bannerghatta Road,102
622,Crumb Together,080 49652428,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",4.1/5,"Casual Dining, Bar",Yes,Yes,Bannerghatta Road,585
623,Grills & Rolls,080 26593949,"17/1, SNVR Complex, Opposite Royal School, 24th Main, 18th Cross, JP Nagar, Bangalore",2.5/5,Quick Bites,Yes,No,Bannerghatta Road,321
624,Corner House Ice Cream,080 26540925,"1225, 26th Main, 9th Block, Jayanagar, Bangalore",4.4/5,Dessert Parlor,Yes,No,Bannerghatta Road,819
625,Floured-Baked With Love,"+91 9845552266
+91 9845552288","415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore",3.8 /5,"Takeaway, Delivery",No,No,Banashankari,45
626,Kedia's Fun Food,+91 8867769557,"6th C Main, 4th Block, Jayanagar, Bangalore",4.3/5,Quick Bites,Yes,No,Basavanagudi,630
627,Domino's Pizza,"080 26710070
18602100000","645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore",3.9/5,Quick Bites,Yes,No,Banashankari,540
628,Garma Garam,"+91 9986834292
+91 8660426565","MICO Layout, Arakere, Opposite Vijaya Bank, Bannerghatta Road, Bangalore",3.2/5,Quick Bites,Yes,No,Bannerghatta Road,144
629,Sree Krishna Kafe,+91 8792556140,"5, SSAR Towers, Opposite Royal School, 24th Main Road, 5th Phase, JP Nagar, Bangalore",3.9/5,Quick Bites,No,No,Bannerghatta Road,115
630,San Churro Cafe,+91 9663487993,"1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",3.8/5,"Cafe, Casual Dining",Yes,No,Banashankari,918
631,Redberrys,+91 9148421256,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",4.0/5,Cafe,Yes,No,Banashankari,219
632,Kabab Treat,080 39257409,"Arekere Village, 80 Feet Road, Opposite Paramount Apartments, Bannerghatta Road, Bangalore",2.8/5,Casual Dining,Yes,No,Bannerghatta Road,334
633,Mahesh Friends Food Center,+91 9731081364,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",2.9/5,Quick Bites,Yes,No,Bannerghatta Road,126
634,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,"+91 9880101051
+91 9742661909","Shop 1, 129, 24th Main, 5th Phase, JP Nagar, Bangalore",3.6/5,Quick Bites,Yes,No,Bannerghatta Road,43
635,Just Shawarma,+91 7676764422,"Survey # 81/4A, Cave Temple Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",3.6/5,Quick Bites,Yes,No,Bannerghatta Road,137
636,Kadala Tarangaa,"+91 9743491480
+91 9483528275","27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore",3.6/5,Casual Dining,Yes,No,Banashankari,129
637,Cafe Shuffle,+91 9742166777,"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari",4.2/5,Cafe,Yes,Yes,Banashankari,150
638,Bread Crumbs Bakery,080 49652927,"989, Ambika Corner, DC Road, Off Bannerghatta Road, Bilekahalli, Bannerghatta Road, Bangalore",4.0/5,Bakery,No,No,Bannerghatta Road,164
639,Gorbandh,080 49652562,"725,16th Main, 2nd Stage, BTM, Bangalore",4.1/5,Quick Bites,Yes,No,Bannerghatta Road,83
640,Kalingas,080 42038180,"399, 16th Main, N.S Palya, BTM, Bangalore",3.9/5,Quick Bites,Yes,No,Bannerghatta Road,173
641,Machali Port,"+91 9113260882
+91 9886602028","30, First Floor, 2nd Main, Santrupthi Nagar, Opposite Axis Bank, Kothanur Dinne Main Road, 7th Phase, Bangalore, JP Nagar, Bangalore",3.9/5,Casual Dining,Yes,No,Bannerghatta Road,34
642,Wamama,"+91 8042111599
+91 8971818009","2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",4.2/5,Casual Dining,Yes,Yes,Banashankari,354
643,Beijing Bites,"080 28606888
080 28606886","179, 1st Floor, Jawarlalnehru Road, BEML Layout, Rajarajeshwari Nagar, Bangalore",3.7/5,Casual Dining,Yes,No,Banashankari,679
644,The Blue Wagon - Kitchen,"+91 8105485007
+91 8095904280","615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",4.6/5,Cafe,Yes,No,Basavanagudi,228
645,Recipe,"+91 8043755256
+91 9886073774","1621, 1st Floor, 50 Feet Main Road, Kumaraswamy Layout, Bangalore",4.0/5,Casual Dining,Yes,No,Banashankari,804
646,San Churro Cafe,+91 9663487993,"1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",3.8/5,"Cafe, Casual Dining",Yes,No,Banashankari,918
647,Gorbandh,080 49652562,"725,16th Main, 2nd Stage, BTM, Bangalore",4.1/5,Quick Bites,Yes,No,Bannerghatta Road,83
648,Bakers Town,+91 8884550298,"269, JHBCS Layout, 2nd Main Road, Teacher's Colony, Kumaraswamy Layout, Bangalore",3.8/5,Cafe,Yes,No,Banashankari,77
649,People Tree Cafe,+91 9886086452,"692, 12th Cross Road, Near Nethradhama, Jayanagar, Bangalore",3.7/5,Cafe,No,No,Basavanagudi,168
650,Biggies Burger 'n' More,"+91 9740962288
080 41145111","114, Kothanur Main Road, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",4.1/5,"Quick Bites, Cafe",Yes,No,Bannerghatta Road,203
651,Redberrys,+91 9148421256,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",4.0/5,Cafe,Yes,No,Banashankari,219
652,Skytouch Le Cafe,"080 40932483
+91 9740848803","724, 3rd Floor, RBI Layout, Rini Pearl, Opposite E.K. Retail, 7th Phase, JP Nagar, Bangalore",3.7/5,Cafe,Yes,No,Bannerghatta Road,127
653,Dream a Dozen,+91 8861739269,"103/25, 2nd Main Road, Puttenhalli, 7th Phase, JP Nagar, Bangalore",4.3/5,Delivery,Yes,No,Bannerghatta Road,133
654,World of Waffles,"080 42283009
+91 7829130009","4, South End B Road, 9th Block, JP Nagar, Bangalore",3.9/5,Dessert Parlor,Yes,No,Bannerghatta Road,178
655,Dream a Dozen,+91 8861739269,"103/25, 2nd Main Road, Puttenhalli, 7th Phase, JP Nagar, Bangalore",4.3/5,Delivery,Yes,No,Bannerghatta Road,132
656,Srinathji's Cafe,"080 26600704
+91 9342593424","112, Bull Temple Road,next to more Basavanagudi, Bangalore",3.8/5,"Casual Dining, Cafe",No,No,Banashankari,148
657,Hyderabad Biryaani House,"+91 9845699901
+91 9986438789","Arakere Gate, Next to HSBC, Opposite Reliance Mart, Bannerghatta Road, Bangalore",3.6/5,Casual Dining,Yes,No,Bannerghatta Road,794
658,@Italy,"+91 7760579999
+91 7026557799","1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",4.1/5,Casual Dining,Yes,No,Banashankari,305
659,Paradise,"+91 9513477574
+91 9901842605","915, 24th Main Road, 2nd Phase, Mayura Circle, JP Nagar, Bangalore",4.0/5,Casual Dining,Yes,No,Bannerghatta Road,1974
660,Sri Guru Kottureshwara Davangere Benne Dosa,"+91 9448305384
+91 9060079480","49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",4.1/5,Quick Bites,Yes,No,Banashankari,558
661,Oogway Express,"080 48538853
+91 9663634567","18, 24th Main Road, Near Sobha Tulip Apartment, 5th Phase, JP Nagar, Bangalore",3.9/5,Casual Dining,Yes,No,Bannerghatta Road,347
662,Stoned Monkey,"+91 9972710694
+91 9972710894","415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",4.3/5,Dessert Parlor,Yes,No,Banashankari,860
663,Behrouz Biryani,091 7700050050,"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",4.0/5,Delivery,Yes,No,Bannerghatta Road,138
664,Brundhavana Food Point,+91 9743518909,"1795, Near Police Station, 13th Main, Kumaraswamy Layout, Bangalore",4.0/5,Quick Bites,Yes,No,Banashankari,191
665,Yum In My Tum,+91 9108084789,"766/A, 16th Main Road, BTM 2nd Stage, Bangalore",4.1/5,Quick Bites,Yes,No,Bannerghatta Road,92
666,Swadista Aahar,"+91 9844006825
+91 9844615361","947, 16th Main Road, 2nd Stage, BTM, Bangalore",4.1/5,Quick Bites,Yes,No,Bannerghatta Road,775
667,Tandoor And Spice,"+91 7204051010
+91 8073411669","21, 1st Floor, Next to Oracle, Kalyani Magnum Technum Park, 7th Phase, JP Nagar, Bangalore",4.0/5,Casual Dining,Yes,No,Bannerghatta Road,180
668,Biriyani Mane,"+91 9731889744
080 26581948","1345, Southend Main Road, 9th Block JP NAGAR Bangalore, Jayanagar, Bangalore",3.7/5,Casual Dining,Yes,No,Bannerghatta Road,158
669,Natural Ice Cream,080 42192049,"31, Near Corporation Bank, 60 Feet Road, Panduranga Nagar, Bannerghatta Road, Bangalore",4.3/5,Dessert Parlor,No,No,Bannerghatta Road,423
670,Calvin's,"080 40928823
+91 8970112299","67, 15th Cross, 3rd Phase, JP Nagar, Bangalore",2.9/5,Dessert Parlor,No,No,Bannerghatta Road,231
671,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,"080 26724489
+91 7406048982","12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",4.1/5,Cafe,Yes,No,Banashankari,402
672,Juicy Momos,+91 9538550509,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",3.5/5,Quick Bites,Yes,No,Banashankari,80
673,Baskin Robbins,"080 40944545
+91 9845200031","17, Opposite to Royal High School, 24th Main, Brigade Millennium Road, JP Nagar, Bangalore",3.9/5,Dessert Parlor,No,No,Bannerghatta Road,86
674,Berrylicious,+91 8884511222,"1231/35/2, 24th Main, Opposite Brigade Palm Springs, 7th Phase, JP Nagar, Bangalore",3.8/5,Dessert Parlor,Yes,No,Bannerghatta Road,89
675,Calorie Express,+91 9663868626,"7/43 First floor, 3rd cross, 4th Main, Kaverappa Compound, N S Palaya, 2nd Stage, BTM, Bangalore",3.6/5,Delivery,Yes,No,Bannerghatta Road,192
676,Kavali,+91 9900998811,"Chennammana Kere, Kathreguppe, Banashankari, Bangalore",4.0/5,Quick Bites,No,No,Banashankari,42
677,The Chervil,"+91 9742891444
+91 9742890444","11-12/49, First Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore",4.2/5,Casual Dining,Yes,No,Bannerghatta Road,229
678,Subway,"080 42136088
080 26719446","186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",3.7/5,Quick Bites,Yes,No,Banashankari,136
679,Cafe Mist,"+91 9742407147
+91 9538519419","1346, Marenahalli Road, KSRTC Layout, Near Bangalore Central Mall, 2nd Phase, JP Nagar, Bangalore",3.8/5,Cafe,Yes,No,Bannerghatta Road,186
680,Bathinda Junction,+91 9740701619,"36, 29th Main Road, Mahadeshwara Nagar, Stage 2, BTM, Bangalore",3.9/5,Casual Dining,Yes,No,Bannerghatta Road,362
681,24th Main,"+91 9900092563
+91 8722148555","Cross Roads Inn, 827, Near RV Dental College Compound, 24th Main, 12th Cross, JP Nagar, Bangalore",4.1/5,Casual Dining,No,Yes,Bannerghatta Road,1234
682,Shanthi Sagar,+91 8217521220,"77/1, 24th Main, 2nd Phase, JP Nagar, Bangalore",3.6/5,Casual Dining,Yes,No,Basavanagudi,518
683,Two Friends Cauldron,080 49652809,"39, 15th Cross, Besides HDFC Bank, 4th Phase, JP Nagar, Bangalore",4.1/5,Casual Dining,Yes,Yes,Bannerghatta Road,448
684,Skytouch Le Cafe,"080 40932483
+91 9740848803","724, 3rd Floor, RBI Layout, Rini Pearl, Opposite E.K. Retail, 7th Phase, JP Nagar, Bangalore",3.7/5,Cafe,Yes,No,Bannerghatta Road,127
685,Desi Vibes,"+91 9897255100
+91 9557333300","B-5, Hermain Complex, 16th Main, 2nd Stage",3.7/5,Casual Dining,Yes,No,Bannerghatta Road,46
686,The Krishna Grand,"080 26711192
+91 7022268193","1, Monotype, 2nd Stage, Banashankari, Bangalore",3.9/5,Casual Dining,Yes,No,Banashankari,888
687,Rithika's Kitchen,"+91 9901468279
+91 8904588050","#8, 1st main, 1st Cross, Opp Jaraganahalli Park, 6th Cross, Second Floor, Second house, Chikkaswamy Layout",3.8/5,Delivery,Yes,No,Bannerghatta Road,106
688,Behrouz Biryani,"+91 7022260661
+91 7022260662","101, Ground Floor, Manjunatha Complex, 22nd Main Road, 2nd Stage, Banashankari, Bangalore",3.9/5,Delivery,Yes,No,Banashankari,230
689,RS Shiv Sagar,"080 26604686
080 26600115","5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",3.7/5,Casual Dining,No,No,Banashankari,217
690,Baba Ka Dhaba,+91 9986286453,"NS Palya, 4th Phase, Near Shoppers Stop, BTM, Bangalore",3.7/5,Quick Bites,Yes,No,Bannerghatta Road,194
691,Curry Leaves,"+91 8048666976
+91 8026760130","15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",4.1/5,Casual Dining,Yes,No,Banashankari,176
692,The Krishna Grand,"080 26711192
+91 7022268193","1, Monotype, 2nd Stage, Banashankari, Bangalore",3.9/5,Casual Dining,Yes,No,Banashankari,888
693,Mane Thindi,+91 9964410276,"295/A, 7th Main road, 7th Block, 3rd Stage, Banashankari, Bangalore",3.7/5,Quick Bites,No,No,Banashankari,130
694,World on a Swirl,+91 9986075232,"Mahadheshwara Swami Nilaya, 1/2, 1st Floor, DLF Circle Main Road, Near Akshaynagar, Yelenahalli, Bannerghatta Road, Bangalore",3.8/5,"Dessert Parlor, Quick Bites",No,No,Bannerghatta Road,46
695,Zeeshan,080 41616648,"1, Gopal Reddy Layout, 18th Cross, 21st Main, 5th Phase, JP Nagar, Bangalore",3.1/5,Casual Dining,Yes,No,Bannerghatta Road,320
696,Lassi Corner,"+91 9972348689
+91 7204756477","1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",3.7/5,Beverage Shop,Yes,No,Basavanagudi,107
697,Midnight Mania,+91 9066022868,"43, Arasu Nilaya 1st Floor, Opp To Patel Medical, 7th Main Road, 2nd Stage, BTM, Bangalore",4.1/5,Quick Bites,Yes,No,Bannerghatta Road,601
698,1947,"080 26791213
+91 9739989446","296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",4.0/5,Casual Dining,No,Yes,Banashankari,808
699,Chaatimes,+91 8884232233,"39, 3rd Main,4th Cross, Hanumanth Nagar, Near, Basavanagudi, Bangalore",3.8/5,Quick Bites,Yes,No,Banashankari,133
700,Domino's Pizza,"080 26788008
18602100000","10, 1st Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",3.7/5,Quick Bites,Yes,No,Bannerghatta Road,314
701,Nandhini Deluxe,"080 26890011
080 26890033","304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,",2.6/5,Casual Dining,No,No,Banashankari,283
702,Paratha Junction,+91 9535673059,"56, 7th Main, Yellappa Layout, 2nd Stage, BTM, Bangalore",2.9/5,Quick Bites,Yes,No,Bannerghatta Road,172
703,Chow San,"080 65655601
+91 9632247290","1, Opposite British Biological, Arekere, Bannerghatta Road, Bangalore",3.0/5,Casual Dining,Yes,No,Bannerghatta Road,122
704,Darbar,+91 8861271465,"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",3.0/5,Bar,No,No,Banashankari,98
705,Namana Garden,080 41625637,"910, 5th Cross Road, Vijaya Bank Layout, Bilekahalli,BTM, Bangalore",2.6/5,Quick Bites,No,No,Bannerghatta Road,75
706,Sri Udupi Food Hub,+91 9916866033,"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",4.1/5,Casual Dining,Yes,Yes,Basavanagudi,175
707,Ambara Gardenia,"+91 8105266066
+91 9611911066","1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",3.8/5,Casual Dining,Yes,Yes,Bannerghatta Road,257
708,Black Mug Cafe,"+91 9845561119
+91 8095257151","1-2, Near Bhaganagar Bus Stop, Shankarnaga Road, Bhaganagar Layout, Gottigere, Bannerghatta Road, Bangalore",3.7/5,Cafe,Yes,No,Bannerghatta Road,171
709,Sandwich Mama's And Frozen Monster,00 09945784161,"22, Second Main Road, 7th Block, Jayanagar, Bangalore",3.8/5,Quick Bites,Yes,No,Banashankari,53
710,Stoned Monkey,+91 9972710694,"290, 15th Cross, 5th phase, JP Nagar, Bangalore",3.9/5,Dessert Parlor,Yes,No,Bannerghatta Road,239
711,New Sagar Fast Food,080 26917517,"12/6, 80 Feet Road, 1st Stage, Srinivasnagar, Bank Colony, 1st Stage, Banashankari, Bangalore",3.6/5,Quick Bites,No,No,Banashankari,71
712,Rara Avis,080 43334321,"1260 SY 35/4 SJR Tower's, JP Nagar 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.9/5,"Takeaway, Delivery",No,No,Bannerghatta Road,61
713,Mango Tree- The Beer Garden,"+91 9880863789
080 26851030","99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",4.1/5,Casual Dining,Yes,Yes,Bannerghatta Road,1320
714,Srinathji's Cafe,"080 26600704
+91 9342593424","112, Bull Temple Road,next to more Basavanagudi, Bangalore",3.8/5,"Casual Dining, Cafe",No,No,Basavanagudi,148
715,Butterly,+91 7338636363,"7, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Bannerghatta Road, Bangalore",3.9/5,Cafe,Yes,No,Bannerghatta Road,102
716,Dal Roti,"080 26493524
+91 9448235118","139, 24th Main, 2nd Cross, 2nd Phase, JP Nagar, Bangalore",3.7/5,Quick Bites,Yes,No,Bannerghatta Road,117
717,Gufha - The President Hotel,"080 41808777
+91 9900265022","The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",4.1/5,Casual Dining,Yes,Yes,Banashankari,1875
718,The Curry Hut Plus,"080 49517195
+91 9632596058","48/4, Opposite Aikya Apartments, Chickakammanahalli, Hulimavu, Bannerghatta Road, Bangalore",3.4/5,Casual Dining,Yes,No,Bannerghatta Road,116
719,Hunger Bee,"+91 7337613999
+91 7338032999","3rd Floor, 5, 3 Road Cross, DLF Main Road, Bannerghatta Road, Bangalore",3.8/5,Quick Bites,Yes,No,Bannerghatta Road,56
720,Zhang's - Chinese Restaurant,"080 26595988
080 26596420","1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",4.1/5,Casual Dining,Yes,No,Bannerghatta Road,586
721,Checkpost,"00 08043712184
+91 9880439859","47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",4.1/5,Casual Dining,Yes,No,Bannerghatta Road,954
722,Easy Bites,080 43334321,"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar Bangalore",4.1/5,"Takeaway, Delivery",Yes,No,Bannerghatta Road,63
723,New Royal Treat,"+91 7676992244
+91 8041153336","8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",2.8/5,Quick Bites,Yes,No,Bannerghatta Road,102
724,Bangaliana,080 26488095,"8, First Floor, Arekere Gate, Opposite Rose Garden Apartment, Bannerghatta Road, Bangalore",2.9/5,Quick Bites,Yes,No,Bannerghatta Road,153
725,South Kitchen,+91 9880980009,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",4.3/5,Quick Bites,Yes,No,Banashankari,275
726,Brews N Bites,+91 9886791151,"81/3/4, 5th Cross, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",2.7/5,"Quick Bites, Cafe",Yes,No,Bannerghatta Road,48
727,Purani Dilli By Anand Sweets,080 26488992,"9, Ground Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",4.1/5,Quick Bites,No,No,Bannerghatta Road,315
728,Flavorsome Bakes,"+91 9739132229
+91 9900766188","Arjun Aura Apartment, Vijaya Bank Layout, Bannerghatta Road, Bangalore",4.0/5,"Takeaway, Delivery",No,No,Bannerghatta Road,93
729,Faasos,+91 7700020020,"80, BDA Complex, 2nd Stage, Banashankari, Bangalore",4.2/5,Quick Bites,Yes,No,Banashankari,415
730,The Blue Wagon - Kitchen,"+91 8105485007
+91 8095904280","615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",4.6/5,Cafe,Yes,No,Banashankari,228
731,I Cool,+91 8105392394,"14/1, 23rd Main Road, Nagaraja Garden, JP Nagar, Bangalore",4.0/5,Quick Bites,Yes,No,Bannerghatta Road,76
732,The Sofraah Kebabs & Kurries - Eden Park Restaurants,"080 42777333
+91 8884416393","Eden Park Restaurants, 722/2, 36th Cross, 10th 'A' Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",3.8/5,Casual Dining,No,Yes,Basavanagudi,176
733,#refuel,+91 8971227222,"7, Ground Floor, RR Commercial Complex, Akshay Nagar, Bannerghatta Road, Bangalore",3.7/5,Cafe,Yes,No,Bannerghatta Road,37
734,Catch-up-ino,"+91 9972988038
+91 9900121238","241, 4th Floor, 100 Feet Ring Road, Opposite Kamakya Theatre, Banashankari, Bangalore",3.9/5,Cafe,Yes,No,Banashankari,133
735,Watson's,"+91 7022078777
+91 7022072777","688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore",4.0/5,"Pub, Bar",Yes,Yes,Bannerghatta Road,1010
736,Taco Bell,"+91 8448797303
+91 8971535487","Royal Meenakshi Mall, Third Floor, Hulimavu, Bannerghatta Road, Bangalore",3.7/5,Quick Bites,Yes,No,Bannerghatta Road,168
